id,detected_object,timestamp,weather,holiday
212,plastic,2025-01-21 22:35:08,cloudy,0
213,plastic,2025-01-21 21:48:39,cloudy,0
214,organic,2025-01-21 13:44:18,cloudy,0
215,organic,2025-01-21 14:46:00,cloudy,0
216,paper,2025-01-21 21:30:40,cloudy,0
217,glass,2025-01-21 00:55:32,cloudy,0
218,plastic,2025-01-21 04:30:55,cloudy,0
219,plastic,2025-01-21 23:27:43,cloudy,0
220,paper,2025-01-22 20:24:54,misty,0
221,organic,2025-01-22 10:03:30,misty,0
222,metal,2025-01-22 17:10:28,misty,0
223,paper,2025-01-22 22:27:36,misty,0
224,paper,2025-01-22 21:40:55,misty,0
225,paper,2025-01-22 15:55:45,misty,0
226,plastic,2025-01-22 19:17:01,misty,0
227,metal,2025-01-22 17:31:45,misty,0
228,plastic,2025-01-22 07:32:45,misty,0
229,metal,2025-01-22 22:21:56,misty,0
230,metal,2025-01-22 01:12:13,misty,0
231,paper,2025-01-23 03:19:01,sunny,0
232,plastic,2025-01-23 17:28:17,sunny,0
233,plastic,2025-01-23 21:34:58,sunny,0
234,organic,2025-01-23 05:44:43,sunny,0
235,paper,2025-01-23 10:07:35,sunny,0
236,glass,2025-01-23 07:12:52,sunny,0
237,plastic,2025-01-23 23:10:28,sunny,0
238,plastic,2025-01-23 05:44:14,sunny,0
239,organic,2025-01-23 14:05:08,sunny,0
240,paper,2025-01-23 05:29:13,sunny,0
241,plastic,2025-01-23 20:14:11,sunny,0
242,metal,2025-01-23 02:29:26,sunny,0
243,glass,2025-01-23 21:18:50,sunny,0
244,organic,2025-01-23 21:16:55,sunny,0
245,plastic,2025-01-23 22:23:56,sunny,0
246,plastic,2025-01-23 10:01:47,sunny,0
247,organic,2025-01-24 06:23:36,sunny,0
248,metal,2025-01-24 21:54:06,sunny,0
249,organic,2025-01-24 21:54:48,sunny,0
250,paper,2025-01-24 17:47:38,sunny,0
251,glass,2025-01-24 12:20:07,sunny,0
252,glass,2025-01-24 22:40:18,sunny,0
253,plastic,2025-01-24 07:03:30,sunny,0
254,paper,2025-01-24 12:50:27,sunny,0
255,plastic,2025-01-24 01:49:38,sunny,0
256,paper,2025-01-24 23:23:18,sunny,0
257,metal,2025-01-24 08:35:53,sunny,0
258,organic,2025-01-24 22:09:47,sunny,0
259,organic,2025-01-24 11:25:43,sunny,0
260,organic,2025-01-24 17:57:03,sunny,0
261,plastic,2025-01-24 20:41:31,sunny,0
262,paper,2025-01-24 16:37:43,sunny,0
263,metal,2025-01-25 02:51:38,stormy,0
264,metal,2025-01-25 13:39:51,stormy,0
265,plastic,2025-01-25 10:12:36,stormy,0
266,paper,2025-01-25 20:21:35,stormy,0
267,organic,2025-01-25 03:26:27,stormy,0
268,plastic,2025-01-25 14:06:38,stormy,0
269,plastic,2025-01-25 10:49:44,stormy,0
270,organic,2025-01-25 18:00:55,stormy,0
271,organic,2025-01-25 08:56:43,stormy,0
272,paper,2025-01-26 14:33:19,cloudy,0
273,plastic,2025-01-26 16:33:53,cloudy,0
274,glass,2025-01-26 16:27:43,cloudy,0
275,paper,2025-01-26 02:00:52,cloudy,0
276,paper,2025-01-26 01:26:14,cloudy,0
277,plastic,2025-01-26 02:42:05,cloudy,0
278,glass,2025-01-26 14:14:06,cloudy,0
279,paper,2025-01-26 18:51:57,cloudy,0
280,paper,2025-01-26 15:05:44,cloudy,0
281,glass,2025-01-26 05:44:56,cloudy,0
282,metal,2025-01-26 08:35:05,cloudy,0
283,organic,2025-01-26 18:04:12,cloudy,0
284,plastic,2025-01-26 14:56:41,cloudy,0
285,glass,2025-01-26 05:38:39,cloudy,0
286,glass,2025-01-26 03:34:24,cloudy,0
287,metal,2025-01-26 09:20:36,cloudy,0
288,organic,2025-01-27 22:32:18,stormy,0
289,organic,2025-01-27 17:14:05,stormy,0
290,organic,2025-01-27 17:05:45,stormy,0
291,plastic,2025-01-27 17:27:59,stormy,0
292,glass,2025-01-27 22:02:35,stormy,0
293,metal,2025-01-28 01:19:06,cloudy,0
294,plastic,2025-01-28 00:21:01,cloudy,0
295,organic,2025-01-28 05:07:13,cloudy,0
296,metal,2025-01-28 08:30:28,cloudy,0
297,paper,2025-01-28 03:55:05,cloudy,0
298,organic,2025-01-28 23:41:35,cloudy,0
299,plastic,2025-01-28 17:43:42,cloudy,0
300,metal,2025-01-28 05:10:37,cloudy,0
301,plastic,2025-01-28 20:48:03,cloudy,0
302,plastic,2025-01-28 08:53:46,cloudy,0
303,organic,2025-01-28 14:59:49,cloudy,0
304,glass,2025-01-28 03:51:38,cloudy,0
305,organic,2025-01-28 06:36:54,cloudy,0
306,plastic,2025-01-29 23:11:44,misty,0
307,plastic,2025-01-29 19:06:51,misty,0
308,plastic,2025-01-29 00:10:54,misty,0
309,organic,2025-01-29 06:14:48,misty,0
310,metal,2025-01-29 06:48:59,misty,0
311,metal,2025-01-29 17:17:13,misty,0
312,paper,2025-01-29 05:37:14,misty,0
313,paper,2025-01-29 01:54:28,misty,0
314,metal,2025-01-29 15:26:04,misty,0
315,organic,2025-01-29 05:16:29,misty,0
316,paper,2025-01-29 14:29:07,misty,0
317,organic,2025-01-30 23:29:52,misty,0
318,paper,2025-01-30 19:45:11,misty,0
319,organic,2025-01-30 03:58:51,misty,0
320,organic,2025-01-30 10:22:39,misty,0
321,plastic,2025-01-30 22:20:35,misty,0
322,paper,2025-01-30 11:03:32,misty,0
323,paper,2025-01-30 02:10:51,misty,0
324,organic,2025-01-30 14:39:13,misty,0
325,plastic,2025-01-30 03:17:26,misty,0
326,metal,2025-01-30 19:15:55,misty,0
327,metal,2025-01-30 22:35:46,misty,0
328,organic,2025-01-31 01:03:52,stormy,0
329,organic,2025-01-31 18:52:22,stormy,0
330,glass,2025-01-31 06:17:01,stormy,0
331,metal,2025-01-31 02:05:10,stormy,0
332,organic,2025-01-31 02:05:28,stormy,0
333,plastic,2025-02-01 02:17:22,rainy,0
334,plastic,2025-02-01 12:10:35,rainy,0
335,metal,2025-02-01 09:31:06,rainy,0
336,paper,2025-02-01 20:06:56,rainy,0
337,organic,2025-02-01 17:35:19,rainy,0
338,paper,2025-02-01 18:37:43,rainy,0
339,plastic,2025-02-01 15:54:30,rainy,0
340,glass,2025-02-01 18:05:54,rainy,0
341,plastic,2025-02-01 04:09:38,rainy,0
342,glass,2025-02-01 10:52:27,rainy,0
343,paper,2025-02-01 07:25:54,rainy,0
344,plastic,2025-02-02 07:12:20,cloudy,0
345,plastic,2025-02-02 00:36:18,cloudy,0
346,metal,2025-02-02 07:07:35,cloudy,0
347,glass,2025-02-02 21:37:13,cloudy,0
348,glass,2025-02-02 04:18:09,cloudy,0
349,organic,2025-02-02 13:32:47,cloudy,0
350,metal,2025-02-02 14:58:52,cloudy,0
351,metal,2025-02-02 19:39:30,cloudy,0
352,plastic,2025-02-02 19:58:41,cloudy,0
353,glass,2025-02-02 00:09:44,cloudy,0
354,paper,2025-02-02 01:44:13,cloudy,0
355,paper,2025-02-02 01:29:46,cloudy,0
356,organic,2025-02-02 20:07:58,cloudy,0
357,organic,2025-02-02 08:08:39,cloudy,0
358,glass,2025-02-02 21:44:09,cloudy,0
359,plastic,2025-02-02 05:42:48,cloudy,0
360,organic,2025-02-03 04:19:09,cloudy,0
361,plastic,2025-02-03 02:42:39,cloudy,0
362,plastic,2025-02-03 19:05:34,cloudy,0
363,plastic,2025-02-03 13:21:55,cloudy,0
364,paper,2025-02-03 01:09:34,cloudy,0
365,glass,2025-02-03 23:25:23,cloudy,0
366,metal,2025-02-03 01:47:41,cloudy,0
367,glass,2025-02-03 18:59:34,cloudy,0
368,plastic,2025-02-03 03:41:28,cloudy,0
369,paper,2025-02-03 09:23:07,cloudy,0
370,plastic,2025-02-03 17:42:24,cloudy,0
371,organic,2025-02-03 09:37:34,cloudy,0
372,plastic,2025-02-03 01:28:21,cloudy,0
373,organic,2025-02-04 15:59:50,rainy,0
374,paper,2025-02-04 09:05:02,rainy,0
375,organic,2025-02-04 15:00:22,rainy,0
376,paper,2025-02-04 12:01:01,rainy,0
377,organic,2025-02-04 13:22:46,rainy,0
378,organic,2025-02-04 12:35:45,rainy,0
379,glass,2025-02-04 00:37:27,rainy,0
380,paper,2025-02-05 11:55:40,cloudy,0
381,paper,2025-02-05 06:26:59,cloudy,0
382,paper,2025-02-05 19:37:06,cloudy,0
383,metal,2025-02-05 05:59:18,cloudy,0
384,plastic,2025-02-05 17:45:25,cloudy,0
385,paper,2025-02-05 02:29:31,cloudy,0
386,metal,2025-02-05 08:44:24,cloudy,0
387,organic,2025-02-05 05:11:28,cloudy,0
388,metal,2025-02-05 19:04:33,cloudy,0
389,metal,2025-02-05 12:20:32,cloudy,0
390,organic,2025-02-05 15:18:50,cloudy,0
391,paper,2025-02-05 02:16:07,cloudy,0
392,metal,2025-02-05 01:43:50,cloudy,0
393,glass,2025-02-06 00:14:33,rainy,0
394,organic,2025-02-06 11:37:18,rainy,0
395,organic,2025-02-06 18:51:14,rainy,0
396,plastic,2025-02-06 22:21:29,rainy,0
397,organic,2025-02-06 17:35:03,rainy,0
398,paper,2025-02-06 03:25:47,rainy,0
399,metal,2025-02-06 18:28:37,rainy,0
400,organic,2025-02-07 05:27:11,cloudy,0
401,organic,2025-02-07 14:21:04,cloudy,0
402,metal,2025-02-07 12:19:28,cloudy,0
403,paper,2025-02-07 21:18:28,cloudy,0
404,glass,2025-02-07 00:41:02,cloudy,0
405,organic,2025-02-07 05:03:14,cloudy,0
406,metal,2025-02-07 15:59:42,cloudy,0
407,paper,2025-02-07 23:53:19,cloudy,0
408,metal,2025-02-07 10:12:57,cloudy,0
409,metal,2025-02-07 12:17:57,cloudy,0
410,plastic,2025-02-07 10:57:43,cloudy,0
411,organic,2025-02-07 03:59:18,cloudy,0
412,metal,2025-02-07 12:07:29,cloudy,0
413,paper,2025-02-08 21:50:15,cloudy,0
414,metal,2025-02-08 15:33:35,cloudy,0
415,paper,2025-02-08 07:40:12,cloudy,0
416,plastic,2025-02-08 02:40:43,cloudy,0
417,metal,2025-02-08 23:38:41,cloudy,0
418,glass,2025-02-08 15:52:42,cloudy,0
419,plastic,2025-02-08 20:56:16,cloudy,0
420,organic,2025-02-08 18:32:34,cloudy,0
421,glass,2025-02-08 05:46:51,cloudy,0
422,glass,2025-02-08 23:25:48,cloudy,0
423,organic,2025-02-08 18:29:22,cloudy,0
424,metal,2025-02-08 06:37:30,cloudy,0
425,organic,2025-02-08 06:32:04,cloudy,0
426,glass,2025-02-08 19:54:07,cloudy,0
427,paper,2025-02-08 01:04:14,cloudy,0
428,organic,2025-02-08 07:12:10,cloudy,0
429,plastic,2025-02-09 07:10:33,sunny,0
430,paper,2025-02-09 19:41:26,sunny,0
431,plastic,2025-02-09 17:16:57,sunny,0
432,organic,2025-02-09 21:24:06,sunny,0
433,organic,2025-02-09 23:28:16,sunny,0
434,organic,2025-02-09 12:59:36,sunny,0
435,metal,2025-02-09 05:56:29,sunny,0
436,plastic,2025-02-09 19:20:36,sunny,0
437,glass,2025-02-09 05:46:24,sunny,0
438,paper,2025-02-09 14:48:40,sunny,0
439,paper,2025-02-09 04:03:01,sunny,0
440,plastic,2025-02-09 04:24:26,sunny,0
441,plastic,2025-02-09 12:11:54,sunny,0
442,metal,2025-02-09 15:55:47,sunny,0
443,plastic,2025-02-09 16:00:07,sunny,0
444,metal,2025-02-09 13:24:32,sunny,0
445,plastic,2025-02-09 00:25:33,sunny,0
446,paper,2025-02-09 19:36:28,sunny,0
447,paper,2025-02-09 15:13:56,sunny,0
448,plastic,2025-02-09 18:28:40,sunny,0
449,glass,2025-02-10 06:33:15,stormy,0
450,paper,2025-02-10 23:25:39,stormy,0
451,organic,2025-02-10 08:10:07,stormy,0
452,paper,2025-02-10 11:06:27,stormy,0
453,metal,2025-02-10 10:30:43,stormy,0
454,paper,2025-02-11 19:06:49,rainy,0
455,glass,2025-02-11 14:02:15,rainy,0
456,organic,2025-02-11 22:45:36,rainy,0
457,metal,2025-02-11 13:22:55,rainy,0
458,organic,2025-02-11 19:46:21,rainy,0
459,plastic,2025-02-11 11:37:02,rainy,0
460,metal,2025-02-11 00:45:30,rainy,0
461,metal,2025-02-12 10:34:15,cloudy,0
462,organic,2025-02-12 03:35:50,cloudy,0
463,glass,2025-02-12 19:13:52,cloudy,0
464,paper,2025-02-12 02:57:08,cloudy,0
465,glass,2025-02-12 15:53:02,cloudy,0
466,organic,2025-02-12 18:46:13,cloudy,0
467,organic,2025-02-12 04:27:51,cloudy,0
468,organic,2025-02-12 22:49:25,cloudy,0
469,plastic,2025-02-12 01:11:01,cloudy,0
470,organic,2025-02-12 08:14:55,cloudy,0
471,metal,2025-02-12 04:36:25,cloudy,0
472,metal,2025-02-12 05:36:39,cloudy,0
473,organic,2025-02-12 13:36:02,cloudy,0
474,metal,2025-02-13 03:50:17,cloudy,0
475,plastic,2025-02-13 13:14:25,cloudy,0
476,plastic,2025-02-13 06:14:35,cloudy,0
477,paper,2025-02-13 12:32:03,cloudy,0
478,glass,2025-02-13 21:42:00,cloudy,0
479,metal,2025-02-13 02:13:48,cloudy,0
480,metal,2025-02-13 20:14:54,cloudy,0
481,paper,2025-02-13 04:02:28,cloudy,0
482,glass,2025-02-13 20:54:13,cloudy,0
483,plastic,2025-02-13 04:32:51,cloudy,0
484,plastic,2025-02-13 05:51:48,cloudy,0
485,organic,2025-02-13 01:09:43,cloudy,0
486,paper,2025-02-13 22:09:23,cloudy,0
487,metal,2025-02-14 16:30:10,rainy,0
488,organic,2025-02-14 13:55:57,rainy,0
489,plastic,2025-02-14 15:24:11,rainy,0
490,plastic,2025-02-14 12:54:12,rainy,0
491,organic,2025-02-14 13:14:42,rainy,0
492,glass,2025-02-14 16:23:31,rainy,0
493,organic,2025-02-14 01:49:11,rainy,0
494,glass,2025-02-15 06:34:36,stormy,0
495,organic,2025-02-15 15:45:35,stormy,0
496,organic,2025-02-15 11:21:40,stormy,0
497,organic,2025-02-15 15:24:07,stormy,0
498,glass,2025-02-15 12:13:24,stormy,0
499,organic,2025-02-15 00:42:54,stormy,0
500,organic,2025-02-15 07:23:04,stormy,0
501,organic,2025-02-15 11:46:22,stormy,0
502,glass,2025-02-15 07:25:59,stormy,0
503,plastic,2025-02-16 01:12:29,sunny,0
504,paper,2025-02-16 07:53:17,sunny,0
505,organic,2025-02-16 06:09:02,sunny,0
506,metal,2025-02-16 04:41:17,sunny,0
507,metal,2025-02-16 08:19:23,sunny,0
508,glass,2025-02-16 06:22:35,sunny,0
509,organic,2025-02-16 04:04:01,sunny,0
510,plastic,2025-02-16 16:02:10,sunny,0
511,plastic,2025-02-16 20:15:56,sunny,0
512,plastic,2025-02-16 19:14:32,sunny,0
513,paper,2025-02-16 05:24:07,sunny,0
514,plastic,2025-02-16 01:30:12,sunny,0
515,glass,2025-02-16 22:15:41,sunny,0
516,organic,2025-02-16 16:34:37,sunny,0
517,organic,2025-02-16 07:27:36,sunny,0
518,metal,2025-02-16 08:59:36,sunny,0
519,organic,2025-02-16 05:29:46,sunny,0
520,paper,2025-02-16 22:02:14,sunny,0
521,metal,2025-02-16 17:54:43,sunny,0
522,plastic,2025-02-16 14:01:14,sunny,0
523,metal,2025-02-17 14:41:17,sunny,0
524,glass,2025-02-17 06:09:12,sunny,0
525,paper,2025-02-17 12:00:09,sunny,0
526,paper,2025-02-17 03:26:24,sunny,0
527,organic,2025-02-17 11:59:58,sunny,0
528,metal,2025-02-17 12:59:57,sunny,0
529,paper,2025-02-17 15:03:20,sunny,0
530,paper,2025-02-17 17:21:49,sunny,0
531,organic,2025-02-17 22:12:21,sunny,0
532,plastic,2025-02-17 17:00:21,sunny,0
533,paper,2025-02-17 10:17:19,sunny,0
534,paper,2025-02-17 21:59:55,sunny,0
535,paper,2025-02-17 19:31:56,sunny,0
536,glass,2025-02-17 23:49:38,sunny,0
537,metal,2025-02-17 05:34:18,sunny,0
538,paper,2025-02-17 19:00:01,sunny,0
539,paper,2025-02-18 16:34:23,rainy,0
540,organic,2025-02-18 05:41:03,rainy,0
541,paper,2025-02-18 10:24:16,rainy,0
542,paper,2025-02-18 12:59:47,rainy,0
543,plastic,2025-02-18 08:43:45,rainy,0
544,plastic,2025-02-18 02:30:20,rainy,0
545,paper,2025-02-18 06:34:32,rainy,0
546,plastic,2025-02-19 18:17:14,rainy,0
547,plastic,2025-02-19 05:52:10,rainy,0
548,glass,2025-02-19 02:41:54,rainy,0
549,metal,2025-02-19 19:38:39,rainy,0
550,metal,2025-02-19 18:59:30,rainy,0
551,organic,2025-02-19 05:01:46,rainy,0
552,glass,2025-02-19 04:16:17,rainy,0
553,organic,2025-02-20 21:51:58,rainy,0
554,plastic,2025-02-20 21:48:15,rainy,0
555,glass,2025-02-20 07:02:07,rainy,0
556,organic,2025-02-20 14:25:14,rainy,0
557,organic,2025-02-20 05:56:33,rainy,0
558,plastic,2025-02-20 01:07:32,rainy,0
559,organic,2025-02-20 22:07:56,rainy,0
560,glass,2025-02-21 03:37:28,cloudy,0
561,paper,2025-02-21 11:34:50,cloudy,0
562,paper,2025-02-21 03:40:39,cloudy,0
563,organic,2025-02-21 17:47:05,cloudy,0
564,plastic,2025-02-21 00:58:28,cloudy,0
565,paper,2025-02-21 07:55:27,cloudy,0
566,organic,2025-02-21 05:25:13,cloudy,0
567,plastic,2025-02-21 22:01:54,cloudy,0
568,plastic,2025-02-21 21:36:03,cloudy,0
569,paper,2025-02-21 16:33:23,cloudy,0
570,metal,2025-02-21 22:29:49,cloudy,0
